file	length_offset	text_offset	stored_length	byte_length	source	translation	scene	ns_filtered_index	pc_file	pc_string_index	alignment_status	alignment_reason
Config/button.datu8	2702	2706	37	36	ロードメニューを開きます	打开读取菜单	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	2767	2771	34	33	設定メニューを開きます	打开设置菜单	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	2829	2833	34	33	タイトル画面に戻ります	返回标题画面	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	2891	2895	28	27	ゲームを終了します	退出游戏	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	2947	2951	28	27	メニューを閉じます	关闭菜单	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3032	3036	37	36	パネルを固定・解除します	固定/解除面板	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3097	3101	37	36	オートモードを終了します	结束自动模式	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3162	3166	46	45	オートモードの速度を変更します	调整自动模式速度	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3265	3269	37	36	パネルを固定・解除します	固定/解除面板	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3330	3334	40	39	スキップモードを終了します	结束跳过模式	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3398	3402	49	48	スキップモードの速度を変更します	调整跳过模式速度	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3504	3508	58	57	ゲーム画面をフルスクリーンで表示します	以全屏模式显示游戏画面	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3590	3594	100	99	ゲーム画面をフルスクリーンで表示します（アスペクト比・解像度固定）	以全屏模式显示游戏画面（固定宽高比与分辨率）	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3718	3722	61	60	ゲーム画面をウィンドウモードで表示します	以窗口模式显示游戏画面	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3807	3811	49	48	全ての文章をスキップ可能にします	允许跳过所有文本	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3884	3888	46	45	既読文のみスキップ可能にします	仅允许跳过已读文本	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	3958	3962	49	48	メッセージの表示速度を変更します	调整文本显示速度	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4035	4039	49	48	ウィンドウの不透明度を変更します	调整窗口透明度	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4112	4116	43	42	ボイスの再生速度を変更します	调整语音播放速度	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4183	4187	52	51	マスター（全体）の音量を変更します	调整主音量	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4321	4325	46	45	１番～６番のデータに移動します	切换到第1～6号存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4395	4399	49	48	７番～１２番のデータに移動します	切换到第7～12号存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4472	4476	52	51	１３番～１８番のデータに移動します	切换到第13～18号存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4552	4556	52	51	１９番～２４番のデータに移動します	切换到第19～24号存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4632	4636	52	51	２５番～３０番のデータに移動します	切换到第25～30号存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4712	4716	52	51	３１番～３６番のデータに移動します	切换到第31～36号存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4792	4796	52	51	３７番～４２番のデータに移動します	切换到第37～42号存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4872	4876	52	51	４３番～４８番のデータに移動します	切换到第43～48号存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	4952	4956	52	51	４９番～５４番のデータに移動します	切换到第49～54号存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5032	5036	52	51	５５番～６０番のデータに移動します	切换到第55～60号存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5112	5116	64	63	オートセーブ１番～６番のデータに移動します	切换到自动存档1～6	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5204	5208	67	66	オートセーブ７番～１２番のデータに移動します	切换到自动存档7～12	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5299	5303	52	51	クイックセーブのデータに移動します	切换到快速存档	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5379	5383	55	54	セーブデータを移動（入れ替え）します	移动（交换）保存数据	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5462	5466	37	36	セーブデータを削除します	删除保存数据	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5527	5531	52	51	セーブデータのコメントを編集します	编辑保存数据备注	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5607	5611	43	42	ＡＤＶ関連の項目へ移動します	切换到ADV相关设置	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5678	5682	46	45	システム関連の項目へ移動します	切换到系统相关设置	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5752	5756	52	51	ディスプレイ関連の項目へ移動します	切换到显示相关设置	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5832	5836	52	51	メッセージ１関連の項目へ移動します	切换到消息1相关设置	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5912	5916	52	51	メッセージ２関連の項目へ移動します	切换到消息2相关设置	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	5992	5996	46	45	サウンド関連の項目へ移動します	切换到声音相关设置	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6066	6070	43	42	ボイス関連の項目へ移動します	切换到语音相关设置	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6137	6141	52	51	タッチパネル関連の項目へ移動します	切换到触摸相关设置	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6217	6221	52	51	ゲームパッド関連の項目へ移動します	切换到手柄相关设置	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6297	6301	70	69	表示しているページの設定をデフォルトに戻します	将当前页面恢复默认设置	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6395	6399	52	51	すべての設定をデフォルトに戻します	将全部设置恢复默认值	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6504	6508	28	27	前の曲を再生します	播放上一首曲目	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6560	6564	37	36	曲を再生・一時停止します	播放/暂停曲目	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6625	6629	22	21	曲を停止します	停止播放	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6675	6679	28	27	次の曲を再生します	播放下一首曲目	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6731	6735	49	48	再生中の曲のみをループ再生します	循环播放当前曲目	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6808	6812	28	27	曲を順次再生します	顺序播放曲目	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6864	6868	34	33	曲をランダム再生します	随机播放曲目	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	6955	6959	52	51	サムネイルやボタンを非表示にします	隐藏缩略图和按钮	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7035	7039	34	33	タイトル画面に戻ります	返回标题画面	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7126	7130	37	36	パネルを固定・解除します	固定/解除面板	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7191	7195	40	39	スライドショーを終了します	结束幻灯片播放	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7259	7263	31	30	前のＣＧを表示します	显示上一张CG	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7318	7322	31	30	次のＣＧを表示します	显示下一张CG	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7377	7381	49	48	スライドショーの速度を変更します	调整幻灯片播放速度	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7483	7487	34	33	ＣＧモードへ移行します	进入CG鉴赏	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7545	7549	46	45	ミュージックモードへ移行します	进入音乐鉴赏	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7619	7623	40	39	リプレイモードへ移行します	进入回想模式	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7687	7691	40	39	イベントモードへ移行します	进入事件模式	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7755	7759	37	36	キャラモードへ移行します	进入角色鉴赏	UI-extra-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	7965	7969	70	69	セーブパネル機能（画面右のパネル）を使用します	启用保存面板功能（画面右侧面板）	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	8063	8067	88	87	セーブパネル機能（画面右のパネル）を使用しないようにします	禁用保存面板功能（画面右侧面板）	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	8179	8183	73	72	クイック設定機能（画面左下のパネル）を使用します	启用快速设置功能（画面左下方面板）	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	8280	8284	91	90	クイック設定機能（画面左下のパネル）を使用しないようにします	禁用快速设置功能（画面左下方面板）	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	8399	8403	70	69	一番新しいセーブデータにNEWアイコンを表示します	在最新保存数据上显示NEW图标	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	8497	8501	52	51	NEWアイコンを表示しないようにします	不显示NEW图标	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	8577	8581	64	63	ボイス再生時間のゲージを画面下に表示します	在画面下方显示语音播放进度条	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	8669	8673	70	69	ボイス再生時間のゲージを表示しないようにします	不显示语音播放进度条	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	8767	8771	73	72	オートモード待ち時間のゲージを画面下に表示します	在画面下方显示自动模式等待进度条	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	8868	8872	79	78	オートモード待ち時間のゲージを表示しないようにします	不显示自动模式等待进度条	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	8975	8979	64	63	ＢＧＭの再生時、曲名を画面右上に表示します	播放BGM时在画面右上角显示曲名	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9067	9071	43	42	曲名を表示しないようにします	不显示曲名	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9138	9142	67	66	データ読み込み時、ローディング表示を行います	读取数据时显示加载提示	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9233	9237	58	57	ローディング表示を行わないようにします	读取数据时不显示加载提示	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9348	9352	55	54	立ち絵が一定時間おきにまばたきします	立绘会每隔一段时间眨眼	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9431	9435	52	51	立ち絵がまばたきしないようにします	立绘不会眨眼	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9511	9515	67	66	ボイスの再生に合わせて立ち絵の口を動かします	立绘会随语音播放进行口型变化	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9606	9610	52	51	立ち絵の口を動かさないようにします	立绘不会随语音播放进行口型变化	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9715	9719	49	48	ウィンドウの不透明度を変更します	调整窗口透明度	UI-core-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9792	9796	79	78	既読アイコンをメッセージウィンドウの右上に表示します	在消息窗口右上角显示已读图标	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9899	9903	55	54	既読アイコンを表示しないようにします	不显示已读图标	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	9982	9986	85	84	入力待ちアイコンをメッセージウィンドウの右下に表示します	在消息窗口右下角显示等待输入图标	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	10095	10099	61	60	入力待ちアイコンを表示しないようにします	不显示等待输入图标	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	10184	10188	43	42	メッセージの下線を表示します	显示消息文本下划线	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	10255	10259	43	42	下線を表示しないようにします	不显示下划线	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	10413	10417	58	57	ゲーム画面をフルスクリーンで表示します	以全屏模式显示游戏画面	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	10499	10503	100	99	ゲーム画面をフルスクリーンで表示します（アスペクト比・解像度固定）	以全屏模式显示游戏画面（固定宽高比与分辨率）	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	10627	10631	61	60	ゲーム画面をウィンドウモードで表示します	以窗口模式显示游戏画面	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	10716	10720	65	64	ゲーム画面のウィンドウサイズを320x180にします	将游戏窗口大小设为320x180	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	10809	10813	65	64	ゲーム画面のウィンドウサイズを640x360にします	将游戏窗口大小设为640x360	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	10902	10906	65	64	ゲーム画面のウィンドウサイズを800x450にします	将游戏窗口大小设为800x450	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	10995	10999	66	65	ゲーム画面のウィンドウサイズを1024x576にします	将游戏窗口大小设为1024x576	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	11089	11093	66	65	ゲーム画面のウィンドウサイズを1280x720にします	将游戏窗口大小设为1280x720	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	11183	11187	66	65	ゲーム画面のウィンドウサイズを1600x900にします	将游戏窗口大小设为1600x900	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	11277	11281	67	66	ゲーム画面のウィンドウサイズを1920x1080にします	将游戏窗口大小设为1920x1080	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	11372	11376	67	66	ゲーム画面のウィンドウサイズを0000x0000にします	将游戏窗口大小设为0000x0000	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	11467	11471	118	117	起動時に最新のアップデートファイルがないか確認するようにします（要ネット環境）	启动时检查是否有最新更新（需要网络）	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	11613	11617	85	84	起動時にアップデートファイルの確認を行わないようにします	启动时不检查更新	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	11726	11730	91	90	起動時に最新のセーブファイルを自動的にロードするようにします	启动时自动读取最新保存数据	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	11845	11849	76	75	起動時に通常通りタイトル画面へ移行するようにします	启动时照常进入标题画面	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	11949	11953	67	66	メニューやボタンなどの簡易ヘルプを表示します	显示菜单与按钮的简易帮助	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	12044	12048	52	51	簡易ヘルプを表示しないようにします	不显示简易帮助	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	12124	12128	73	72	エラーなどの情報メッセージを画面左下に表示します	在画面左下角显示错误等信息提示	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	12225	12229	58	57	情報メッセージを表示しないようにします	不显示信息提示	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	12485	12489	82	81	オート・スキップモード時に自動スリープ機能を抑制します	自动/跳过模式下阻止自动休眠	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	12595	12599	100	99	オート・スキップモード時に自動スリープ機能を抑制しないようにします	自动/跳过模式下不阻止自动休眠	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	12781	12785	49	48	選択肢表示時にオートセーブします	显示选项时自动保存	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	12858	12862	67	66	選択肢表示時にオートセーブしないようにします	显示选项时不自动保存	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	12953	12957	43	42	ロード時にオートセーブします	读取时自动保存	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	13024	13028	61	60	ロード時にオートセーブしないようにします	读取时不自动保存	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	13113	13117	79	78	上書き保存時に以前のセーブデータをオートセーブします	覆盖保存时自动备份之前的保存数据	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	13220	13224	97	96	上書き保存時に以前のセーブデータをオートセーブしないようにします	覆盖保存时不自动备份之前的保存数据	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	13345	13349	49	48	ゲーム終了時にオートセーブします	退出游戏时自动保存	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	13422	13426	67	66	ゲーム終了時にオートセーブしないようにします	退出游戏时不自动保存	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	13546	13550	64	63	次の選択肢にジャンプ中に未読文で停止します	跳至下一个选项时遇到未读文本便停止	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	13638	13642	82	81	次の選択肢にジャンプ中に未読文で停止しないようにします	跳至下一个选项时不因未读文本停止	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	13777	13781	55	54	セーブ時に確認ウィンドウを表示します	保存时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	13860	13864	49	48	セーブ時に確認しないようにします	保存时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	13937	13941	55	54	ロード時に確認ウィンドウを表示します	读取时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14020	14024	49	48	ロード時に確認しないようにします	读取时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14097	14101	67	66	クイックセーブ時に確認ウィンドウを表示します	快速保存时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14192	14196	61	60	クイックセーブ時に確認しないようにします	快速保存时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14281	14285	67	66	クイックロード時に確認ウィンドウを表示します	快速读取时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14376	14380	61	60	クイックロード時に確認しないようにします	快速读取时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14465	14469	82	81	セーブパネルからのセーブ時に確認ウィンドウを表示します	从保存面板保存时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14575	14579	76	75	セーブパネルからのセーブ時に確認しないようにします	从保存面板保存时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14679	14683	82	81	セーブパネルからのロード時に確認ウィンドウを表示します	从保存面板读取时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14789	14793	76	75	セーブパネルからのロード時に確認しないようにします	从保存面板读取时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14893	14897	70	69	セーブデータ移動時に確認ウィンドウを表示します	移动保存数据时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	14991	14995	64	63	セーブデータ移動時に確認しないようにします	移动保存数据时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	15083	15087	70	69	セーブデータ削除時に確認ウィンドウを表示します	删除保存数据时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	15181	15185	64	63	セーブデータ削除時に確認しないようにします	删除保存数据时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	15273	15277	70	69	デフォルトに戻す時に確認ウィンドウを表示します	恢复默认设置时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	15371	15375	64	63	デフォルトに戻す時に確認しないようにします	恢复默认设置时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	15463	15467	70	69	クイックジャンプ時に確認ウィンドウを表示します	快速跳转时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	15561	15565	64	63	クイックジャンプ時に確認しないようにします	快速跳转时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	15653	15657	76	75	前の選択肢にジャンプ時に確認ウィンドウを表示します	跳至上一个选项时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	15757	15761	70	69	前の選択肢にジャンプ時に確認しないようにします	跳至上一个选项时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	15855	15859	76	75	次の選択肢にジャンプ時に確認ウィンドウを表示します	跳至下一个选项时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	15959	15963	70	69	次の選択肢にジャンプ時に確認しないようにします	跳至下一个选项时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	16057	16061	100	99	サスペンド（ゲームをセーブして終了）時に確認ウィンドウを表示します	挂起（保存并退出游戏）时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	16185	16189	94	93	サスペンド（ゲームをセーブして終了）時に確認しないようにします	挂起（保存并退出游戏）时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	16307	16311	61	60	ゲーム終了時に確認ウィンドウを表示します	退出游戏时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	16396	16400	55	54	ゲーム終了時に確認しないようにします	退出游戏时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	16479	16483	67	66	タイトルへ戻る時に確認ウィンドウを表示します	返回标题画面时显示确认窗口	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	16574	16578	61	60	タイトルへ戻る時に確認しないようにします	返回标题画面时不进行确认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	16692	16696	58	57	メニュー背景色の赤色の輝度を変更します	调整菜单背景的红色亮度	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	16778	16782	58	57	メニュー背景色の緑色の輝度を変更します	调整菜单背景的绿色亮度	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	16864	16868	58	57	メニュー背景色の青色の輝度を変更します	调整菜单背景的蓝色亮度	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	16950	16954	55	54	メニュー背景色をデフォルトに戻します	将菜单背景颜色恢复默认	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	17033	17037	52	51	メニュー背景の不透明度を変更します	调整菜单背景不透明度	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	17113	17117	76	75	メニュー背景のインターレースの不透明度を変更します	调整菜单背景交错纹的不透明度	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	17246	17250	40	39	演出速度を一括で変更します	统一调整演出速度	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	17314	17318	40	39	画面の演出速度を変更します	调整画面演出速度	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
Config/button.datu8	17382	17386	49	48	立ちキャラの演出速度を変更します	调整立绘演出速度	UI-settings-complete-v1				manual-reviewed-ui	exact-source-map
