file	original_offset	patched_offset	scene	ns_filtered_index	match	translation
Config/button.datu8	4712	3799	UI-extra-v1		1	切换到第31～36号存档
Config/button.datu8	4792	3856	UI-extra-v1		1	切换到第37～42号存档
Config/button.datu8	4872	3913	UI-extra-v1		1	切换到第43～48号存档
Config/button.datu8	4952	3970	UI-extra-v1		1	切换到第49～54号存档
Config/button.datu8	5032	4027	UI-extra-v1		1	切换到第55～60号存档
Config/button.datu8	5112	4084	UI-extra-v1		1	切换到自动存档1～6
Config/button.datu8	5204	4139	UI-extra-v1		1	切换到自动存档7～12
Config/button.datu8	5299	4195	UI-extra-v1		1	切换到快速存档
Config/button.datu8	5379	4245	UI-core-v1		1	移动（交换）保存数据
Config/button.datu8	5462	4304	UI-core-v1		1	删除保存数据
Config/button.datu8	5527	4351	UI-core-v1		1	编辑保存数据备注
Config/button.datu8	5607	4404	UI-core-v1		1	切换到ADV相关设置
Config/button.datu8	5678	4457	UI-core-v1		1	切换到系统相关设置
Config/button.datu8	5752	4513	UI-core-v1		1	切换到显示相关设置
Config/button.datu8	5832	4569	UI-core-v1		1	切换到消息1相关设置
Config/button.datu8	5912	4626	UI-core-v1		1	切换到消息2相关设置
Config/button.datu8	5992	4683	UI-core-v1		1	切换到声音相关设置
Config/button.datu8	6066	4739	UI-core-v1		1	切换到语音相关设置
Config/button.datu8	6137	4795	UI-settings-complete-v1		1	切换到触摸相关设置
Config/button.datu8	6217	4851	UI-settings-complete-v1		1	切换到手柄相关设置
Config/button.datu8	6297	4907	UI-extra-v1		1	将当前页面恢复默认设置
Config/button.datu8	6395	4969	UI-extra-v1		1	将全部设置恢复默认值
Config/button.datu8	6504	5057	UI-extra-v1		1	播放上一首曲目
Config/button.datu8	6560	5107	UI-extra-v1		1	播放/暂停曲目
Config/button.datu8	6625	5155	UI-extra-v1		1	停止播放
Config/button.datu8	6675	5196	UI-extra-v1		1	播放下一首曲目
Config/button.datu8	6731	5246	UI-extra-v1		1	循环播放当前曲目
Config/button.datu8	6808	5299	UI-extra-v1		1	顺序播放曲目
Config/button.datu8	6864	5346	UI-extra-v1		1	随机播放曲目
Config/button.datu8	6955	5422	UI-extra-v1		1	隐藏缩略图和按钮
Config/button.datu8	7035	5475	UI-core-v1		1	返回标题画面
Config/button.datu8	7126	5551	UI-core-v1		1	固定/解除面板
Config/button.datu8	7191	5599	UI-extra-v1		1	结束幻灯片播放
Config/button.datu8	7259	5649	UI-extra-v1		1	显示上一张CG
Config/button.datu8	7318	5695	UI-extra-v1		1	显示下一张CG
Config/button.datu8	7377	5741	UI-extra-v1		1	调整幻灯片播放速度
Config/button.datu8	7483	5826	UI-extra-v1		1	进入CG鉴赏
Config/button.datu8	7545	5869	UI-extra-v1		1	进入音乐鉴赏
Config/button.datu8	7619	5916	UI-extra-v1		1	进入回想模式
Config/button.datu8	7687	5963	UI-extra-v1		1	进入事件模式
Config/button.datu8	7755	6010	UI-extra-v1		1	进入角色鉴赏
Config/button.datu8	7965	6202	UI-settings-complete-v1		1	启用保存面板功能（画面右侧面板）
Config/button.datu8	8063	6279	UI-settings-complete-v1		1	禁用保存面板功能（画面右侧面板）
Config/button.datu8	8179	6356	UI-settings-complete-v1		1	启用快速设置功能（画面左下方面板）
Config/button.datu8	8280	6436	UI-settings-complete-v1		1	禁用快速设置功能（画面左下方面板）
Config/button.datu8	8399	6516	UI-settings-complete-v1		1	在最新保存数据上显示NEW图标
Config/button.datu8	8497	6584	UI-settings-complete-v1		1	不显示NEW图标
Config/button.datu8	8577	6631	UI-settings-complete-v1		1	在画面下方显示语音播放进度条
Config/button.datu8	8669	6702	UI-settings-complete-v1		1	不显示语音播放进度条
Config/button.datu8	8767	6761	UI-settings-complete-v1		1	在画面下方显示自动模式等待进度条
Config/button.datu8	8868	6838	UI-settings-complete-v1		1	不显示自动模式等待进度条
Config/button.datu8	8975	6903	UI-settings-complete-v1		1	播放BGM时在画面右上角显示曲名
Config/button.datu8	9067	6974	UI-settings-complete-v1		1	不显示曲名
Config/button.datu8	9138	7018	UI-settings-complete-v1		1	读取数据时显示加载提示
Config/button.datu8	9233	7080	UI-settings-complete-v1		1	读取数据时不显示加载提示
Config/button.datu8	9348	7174	UI-settings-complete-v1		1	立绘会每隔一段时间眨眼
Config/button.datu8	9431	7236	UI-settings-complete-v1		1	立绘不会眨眼
Config/button.datu8	9511	7283	UI-settings-complete-v1		1	立绘会随语音播放进行口型变化
Config/button.datu8	9606	7354	UI-settings-complete-v1		1	立绘不会随语音播放进行口型变化
Config/button.datu8	9715	7457	UI-core-v1		1	调整窗口透明度
Config/button.datu8	9792	7507	UI-settings-complete-v1		1	在消息窗口右上角显示已读图标
Config/button.datu8	9899	7578	UI-settings-complete-v1		1	不显示已读图标
Config/button.datu8	9982	7628	UI-settings-complete-v1		1	在消息窗口右下角显示等待输入图标
Config/button.datu8	10095	7705	UI-settings-complete-v1		1	不显示等待输入图标
Config/button.datu8	10184	7761	UI-settings-complete-v1		1	显示消息文本下划线
Config/button.datu8	10255	7817	UI-settings-complete-v1		1	不显示下划线
Config/button.datu8	10413	7951	UI-settings-complete-v1		1	以全屏模式显示游戏画面
Config/button.datu8	10499	8013	UI-settings-complete-v1		1	以全屏模式显示游戏画面（固定宽高比与分辨率）
Config/button.datu8	10627	8108	UI-settings-complete-v1		1	以窗口模式显示游戏画面
Config/button.datu8	10716	8170	UI-settings-complete-v1		1	将游戏窗口大小设为320x180
Config/button.datu8	10809	8233	UI-settings-complete-v1		1	将游戏窗口大小设为640x360
Config/button.datu8	10902	8296	UI-settings-complete-v1		1	将游戏窗口大小设为800x450
Config/button.datu8	10995	8359	UI-settings-complete-v1		1	将游戏窗口大小设为1024x576
Config/button.datu8	11089	8423	UI-settings-complete-v1		1	将游戏窗口大小设为1280x720
Config/button.datu8	11183	8487	UI-settings-complete-v1		1	将游戏窗口大小设为1600x900
Config/button.datu8	11277	8551	UI-settings-complete-v1		1	将游戏窗口大小设为1920x1080
Config/button.datu8	11372	8616	UI-settings-complete-v1		1	将游戏窗口大小设为0000x0000
Config/button.datu8	11467	8681	UI-settings-complete-v1		1	启动时检查是否有最新更新（需要网络）
Config/button.datu8	11613	8764	UI-settings-complete-v1		1	启动时不检查更新
Config/button.datu8	11726	8817	UI-settings-complete-v1		1	启动时自动读取最新保存数据
Config/button.datu8	11845	8885	UI-settings-complete-v1		1	启动时照常进入标题画面
Config/button.datu8	11949	8947	UI-settings-complete-v1		1	显示菜单与按钮的简易帮助
Config/button.datu8	12044	9012	UI-settings-complete-v1		1	不显示简易帮助
Config/button.datu8	12124	9062	UI-settings-complete-v1		1	在画面左下角显示错误等信息提示
Config/button.datu8	12225	9136	UI-settings-complete-v1		1	不显示信息提示
Config/button.datu8	12485	9360	UI-settings-complete-v1		1	自动/跳过模式下阻止自动休眠
Config/button.datu8	12595	9429	UI-settings-complete-v1		1	自动/跳过模式下不阻止自动休眠
Config/button.datu8	12781	9559	UI-settings-complete-v1		1	显示选项时自动保存
Config/button.datu8	12858	9615	UI-settings-complete-v1		1	显示选项时不自动保存
Config/button.datu8	12953	9674	UI-settings-complete-v1		1	读取时自动保存
Config/button.datu8	13024	9724	UI-settings-complete-v1		1	读取时不自动保存
Config/button.datu8	13113	9777	UI-settings-complete-v1		1	覆盖保存时自动备份之前的保存数据
Config/button.datu8	13220	9854	UI-settings-complete-v1		1	覆盖保存时不自动备份之前的保存数据
Config/button.datu8	13345	9934	UI-settings-complete-v1		1	退出游戏时自动保存
Config/button.datu8	13422	9990	UI-settings-complete-v1		1	退出游戏时不自动保存
Config/button.datu8	13546	10078	UI-settings-complete-v1		1	跳至下一个选项时遇到未读文本便停止
Config/button.datu8	13638	10158	UI-settings-complete-v1		1	跳至下一个选项时不因未读文本停止
Config/button.datu8	13777	10264	UI-settings-complete-v1		1	保存时显示确认窗口
Config/button.datu8	13860	10320	UI-settings-complete-v1		1	保存时不进行确认
Config/button.datu8	13937	10373	UI-settings-complete-v1		1	读取时显示确认窗口
Config/button.datu8	14020	10429	UI-settings-complete-v1		1	读取时不进行确认
Config/button.datu8	14097	10482	UI-settings-complete-v1		1	快速保存时显示确认窗口
Config/button.datu8	14192	10544	UI-settings-complete-v1		1	快速保存时不进行确认
Config/button.datu8	14281	10603	UI-settings-complete-v1		1	快速读取时显示确认窗口
Config/button.datu8	14376	10665	UI-settings-complete-v1		1	快速读取时不进行确认
Config/button.datu8	14465	10724	UI-settings-complete-v1		1	从保存面板保存时显示确认窗口
Config/button.datu8	14575	10795	UI-settings-complete-v1		1	从保存面板保存时不进行确认
Config/button.datu8	14679	10863	UI-settings-complete-v1		1	从保存面板读取时显示确认窗口
Config/button.datu8	14789	10934	UI-settings-complete-v1		1	从保存面板读取时不进行确认
Config/button.datu8	14893	11002	UI-settings-complete-v1		1	移动保存数据时显示确认窗口
Config/button.datu8	14991	11070	UI-settings-complete-v1		1	移动保存数据时不进行确认
Config/button.datu8	15083	11135	UI-settings-complete-v1		1	删除保存数据时显示确认窗口
Config/button.datu8	15181	11203	UI-settings-complete-v1		1	删除保存数据时不进行确认
Config/button.datu8	15273	11268	UI-settings-complete-v1		1	恢复默认设置时显示确认窗口
Config/button.datu8	15371	11336	UI-settings-complete-v1		1	恢复默认设置时不进行确认
Config/button.datu8	15463	11401	UI-settings-complete-v1		1	快速跳转时显示确认窗口
Config/button.datu8	15561	11463	UI-settings-complete-v1		1	快速跳转时不进行确认
Config/button.datu8	15653	11522	UI-settings-complete-v1		1	跳至上一个选项时显示确认窗口
Config/button.datu8	15757	11593	UI-settings-complete-v1		1	跳至上一个选项时不进行确认
Config/button.datu8	15855	11661	UI-settings-complete-v1		1	跳至下一个选项时显示确认窗口
Config/button.datu8	15959	11732	UI-settings-complete-v1		1	跳至下一个选项时不进行确认
Config/button.datu8	16057	11800	UI-settings-complete-v1		1	挂起（保存并退出游戏）时显示确认窗口
Config/button.datu8	16185	11883	UI-settings-complete-v1		1	挂起（保存并退出游戏）时不进行确认
Config/button.datu8	16307	11963	UI-settings-complete-v1		1	退出游戏时显示确认窗口
Config/button.datu8	16396	12025	UI-settings-complete-v1		1	退出游戏时不进行确认
Config/button.datu8	16479	12084	UI-settings-complete-v1		1	返回标题画面时显示确认窗口
Config/button.datu8	16574	12152	UI-settings-complete-v1		1	返回标题画面时不进行确认
Config/button.datu8	16692	12246	UI-settings-complete-v1		1	调整菜单背景的红色亮度
Config/button.datu8	16778	12308	UI-settings-complete-v1		1	调整菜单背景的绿色亮度
Config/button.datu8	16864	12370	UI-settings-complete-v1		1	调整菜单背景的蓝色亮度
Config/button.datu8	16950	12432	UI-settings-complete-v1		1	将菜单背景颜色恢复默认
Config/button.datu8	17033	12494	UI-settings-complete-v1		1	调整菜单背景不透明度
Config/button.datu8	17113	12553	UI-settings-complete-v1		1	调整菜单背景交错纹的不透明度
Config/button.datu8	17246	12653	UI-settings-complete-v1		1	统一调整演出速度
Config/button.datu8	17314	12706	UI-settings-complete-v1		1	调整画面演出速度
Config/button.datu8	17382	12759	UI-settings-complete-v1		1	调整立绘演出速度
Config/button.datu8	17459	12812	UI-settings-complete-v1		1	调整窗口演出速度
Config/button.datu8	17536	12865	UI-settings-complete-v1		1	调整菜单演出速度
Config/button.datu8	17639	12947	UI-settings-complete-v1		1	调整文字字体类型
Config/button.datu8	17716	13000	UI-settings-complete-v1		1	调整文字字体类型
Config/button.datu8	17793	13053	UI-settings-complete-v1		1	调整文字字体类型
Config/button.datu8	17870	13106	UI-settings-complete-v1		1	关闭文字渐变
Config/button.datu8	17950	13153	UI-settings-complete-v1		1	使用较亮的文字渐变
Config/button.datu8	18036	13209	UI-settings-complete-v1		1	使用文字渐变
Config/button.datu8	18110	13256	UI-settings-complete-v1		1	使用较暗的文字渐变
Config/button.datu8	18193	13312	UI-settings-complete-v1		1	将文字粗细设为普通
Config/button.datu8	18258	13368	UI-settings-complete-v1		1	将文字粗细设为较粗
Config/button.datu8	18323	13424	UI-settings-complete-v1		1	将文字粗细设为特粗
Config/button.datu8	18388	13480	UI-settings-complete-v1		1	关闭文字描边
Config/button.datu8	18456	13527	UI-settings-complete-v1		1	使用较弱的文字描边
Config/button.datu8	18527	13583	UI-settings-complete-v1		1	使用较强的文字描边
Config/button.datu8	18598	13639	UI-settings-complete-v1		1	关闭文字阴影
Config/button.datu8	18660	13686	UI-settings-complete-v1		1	使用较弱的文字阴影
Config/button.datu8	18725	13742	UI-settings-complete-v1		1	使用较强的文字阴影
Config/button.datu8	18790	13798	UI-settings-complete-v1		1	调整各角色文字颜色
Config/button.datu8	18864	13854	UI-settings-complete-v1		1	切换到上一角色的文字颜色
Config/button.datu8	18938	13919	UI-settings-complete-v1		1	切换到下一角色的文字颜色
Config/button.datu8	19012	13984	UI-settings-complete-v1		1	调整当前文字颜色的红色亮度
Config/button.datu8	19098	14052	UI-settings-complete-v1		1	调整当前文字颜色的绿色亮度
Config/button.datu8	19184	14120	UI-settings-complete-v1		1	调整当前文字颜色的蓝色亮度
Config/button.datu8	19270	14188	UI-settings-complete-v1		1	将当前文字颜色恢复默认
Config/button.datu8	19353	14250	UI-settings-complete-v1		1	切换样例消息的显示/隐藏
Config/button.datu8	19509	14371	UI-core-v1		1	调整文本显示速度
Config/button.datu8	19586	14424	UI-core-v1		1	调整自动模式速度
Config/button.datu8	19660	14477	UI-core-v1		1	调整跳过模式速度
Config/button.datu8	19737	14530	UI-core-v1		1	允许跳过所有文本
Config/button.datu8	19814	14583	UI-core-v1		1	仅允许跳过已读文本
Config/button.datu8	19888	14639	UI-settings-complete-v1		1	在标点处稍作停顿
Config/button.datu8	19977	14692	UI-settings-complete-v1		1	在标点处不停顿
Config/button.datu8	20121	14800	UI-settings-complete-v1		1	关闭时，按键会先一次显示完当前文本；再次按键才显示下一段文本
Config/button.datu8	20398	15035	UI-settings-complete-v1		1	开启后会自动隐藏消息窗口，仅播放语音
Config/button.datu8	20652	15205	UI-core-v1		1	调整主音量
Config/button.datu8	20732	15249	UI-settings-complete-v1		1	调整BGM音量
Config/button.datu8	20797	15293	UI-settings-complete-v1		1	测试播放BGM
Config/button.datu8	20868	15337	UI-settings-complete-v1		1	调整音效音量
Config/button.datu8	20930	15384	UI-settings-complete-v1		1	测试播放音效
Config/button.datu8	20998	15431	UI-settings-complete-v1		1	调整语音音量
Config/button.datu8	21063	15478	UI-extra-v1		1	测试播放语音
Config/button.datu8	21134	15525	UI-settings-complete-v1		1	调整循环语音音量
Config/button.datu8	21208	15578	UI-settings-complete-v1		1	测试播放循环语音
Config/button.datu8	21288	15631	UI-settings-complete-v1		1	调整系统音效音量
Config/button.datu8	21359	15684	UI-settings-complete-v1		1	测试播放系统音效
Config/button.datu8	21436	15737	UI-settings-complete-v1		1	调整系统语音音量
Config/button.datu8	21513	15790	UI-settings-complete-v1		1	测试播放系统语音
Config/button.datu8	21683	15930	UI-settings-complete-v1		1	调整音频播放速度
Config/button.datu8	21838	16070	UI-extra-v1		1	测试播放语音
Config/button.datu8	22083	16291	UI-core-v1		1	关闭窗口
Config/button.datu8	22142	16332	UI-core-v1		1	播放语音
Config/button.datu8	22195	16373	UI-core-v1		1	跳至上一个选项
Config/button.datu8	22263	16423	UI-core-v1		1	显示历史记录
Config/button.datu8	22325	16470	UI-core-v1		1	进入自动模式
Config/button.datu8	22390	16517	UI-settings-complete-v1		1	按住按键时跳过文本
Config/button.datu8	22482	16573	UI-core-v1		1	进入跳过模式
Config/button.datu8	22550	16620	UI-settings-complete-v1		1	按住按键时跳过所有文本
Config/button.datu8	22651	16682	UI-settings-complete-v1		1	进入全文跳过模式
Config/button.datu8	22725	16735	UI-core-v1		1	跳至下一个选项
Config/button.datu8	22793	16785	UI-core-v1		1	打开保存菜单
Config/button.datu8	22858	16832	UI-core-v1		1	打开读取菜单
Config/button.datu8	22923	16879	UI-extra-v1		1	快速保存
Config/button.datu8	22982	16920	UI-extra-v1		1	快速读取
Config/button.datu8	23041	16961	UI-core-v1		1	打开设置菜单
Config/button.datu8	23103	17008	UI-core-v1		1	返回标题画面
Config/button.datu8	23165	17055	UI-settings-complete-v1		1	最小化游戏窗口
Config/button.datu8	23239	17105	UI-settings-complete-v1		1	进入紧急隐藏模式
Config/button.datu8	23307	17158	UI-extra-v1		1	保存并退出游戏
Config/button.datu8	23378	17208	UI-core-v1		1	退出游戏
Config/button.datu8	23434	17249	UI-settings-complete-v1		1	切换全屏/窗口模式
Config/button.datu8	23532	17303	UI-extra-v1		1	切换按钮选择位置
Config/button.datu8	23606	17356	UI-settings-complete-v1		1	执行与鼠标左键相同的操作
Config/button.datu8	23680	17421	UI-settings-complete-v1		1	执行与鼠标中键相同的操作
Config/button.datu8	23763	17486	UI-settings-complete-v1		1	执行与鼠标右键相同的操作
Config/button.datu8	23837	17551	UI-extra-v1		1	截取游戏画面
Config/button.datu8	23917	17598	UI-settings-complete-v1		1	按住按键时加快处理速度
Config/button.datu8	24009	17660	UI-settings-complete-v1		1	执行Twitter上传
Config/button.datu8	24086	17708	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24142	17755	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24198	17802	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24254	17849	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24310	17896	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24366	17943	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24422	17990	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24478	18037	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24534	18084	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24590	18131	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24646	18178	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24702	18225	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24758	18272	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24814	18319	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24870	18366	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24926	18413	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	24982	18460	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25038	18507	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25094	18554	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25150	18601	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25206	18648	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25262	18695	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25318	18742	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25374	18789	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25430	18836	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25486	18883	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25542	18930	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25598	18977	UI-settings-complete-v1		1	执行扩展功能
Config/button.datu8	25654	19024	UI-extra-v1		1	解除功能分配
Config/button.datu8	28184	21536	UI-settings-complete-v1		1	将滚轮滚动速度设为低速
Config/button.datu8	28279	21598	UI-settings-complete-v1		1	将滚轮滚动速度设为普通
Config/button.datu8	28374	21660	UI-settings-complete-v1		1	将滚轮滚动速度设为高速
Config/button.datu8	28556	21809	UI-settings-complete-v1		1	使用A型鼠标指针
Config/button.datu8	28639	21860	UI-settings-complete-v1		1	使用B型鼠标指针
Config/button.datu8	28722	21911	UI-settings-complete-v1		1	使用C型鼠标指针
Config/button.datu8	28805	21962	UI-settings-complete-v1		1	使用D型鼠标指针
Config/button.datu8	28888	22013	UI-settings-complete-v1		1	使用系统鼠标指针
Config/buttonex.datu8	96	96	UI-settings-complete-v1		1	退出游戏时在画面右下角显示结束提示
Config/buttonex.datu8	220	196	UI-settings-complete-v1		1	不显示结束提示
Config/buttonex.datu8	326	266	UI-settings-complete-v1		1	显示TIPS
Config/buttonex.datu8	405	325	UI-settings-complete-v1		1	不显示TIPS
Config/buttonex.datu8	502	387	UI-settings-complete-v1		1	事件开始时自动保存
Config/buttonex.datu8	602	463	UI-settings-complete-v1		1	事件开始时不自动保存
Config/buttonex.datu8	720	542	UI-settings-complete-v1		1	跳至下一个选项时在事件开始处停止
Config/buttonex.datu8	844	639	UI-settings-complete-v1		1	跳至下一个选项时不在事件开始处停止
Config/buttonex.datu8	986	739	UI-settings-complete-v1		1	跳至下一个选项时在片头/片尾处停止
Config/buttonex.datu8	1131	837	UI-settings-complete-v1		1	跳至下一个选项时不在片头/片尾处停止
Config/char.datu8	56	56	UI-core-v1		1	阿尔艾特
Config/char.datu8	124	121	UI-core-v1		1	露珂
Config/char.datu8	183	180	UI-core-v1		1	玛可
Config/char.datu8	245	239	UI-core-v1		1	帕沃妮
Config/char.datu8	313	301	UI-core-v1		1	萝宾
Config/char.datu8	375	360	UI-core-v1		1	卡娜莉
Config/char.datu8	443	422	UI-core-v1		1	阿薇拉
Config/char.datu8	511	484	UI-core-v1		1	奥尔洛
Config/char.datu8	573	546	UI-core-v1		1	阿德拉
Config/char.datu8	638	608	UI-core-v1		1	其他
Config/char.datu8	700	667	UI-core-v1		1	旁白
Config/fontcolor.datu8	24	24	UI-settings-complete-v1		1	阿尔艾特
Config/fontcolor.datu8	70	67	UI-settings-complete-v1		1	露珂
Config/fontcolor.datu8	107	104	UI-settings-complete-v1		1	玛可
Config/fontcolor.datu8	147	141	UI-settings-complete-v1		1	帕沃妮
Config/fontcolor.datu8	193	181	UI-settings-complete-v1		1	萝宾
Config/fontcolor.datu8	233	218	UI-settings-complete-v1		1	卡娜莉
Config/fontcolor.datu8	279	258	UI-settings-complete-v1		1	阿薇拉
Config/fontcolor.datu8	325	298	UI-settings-complete-v1		1	奥尔洛
Config/fontcolor.datu8	365	338	UI-settings-complete-v1		1	阿德拉
Config/fontcolor.datu8	408	378	UI-settings-complete-v1		1	其他
Config/fontcolor.datu8	448	415	UI-settings-complete-v1		1	旁白/其他
Config/system.datu8	8518	8518	UI-settings-complete-v1		1	阿尔艾特
Config/system.datu8	8538	8535	UI-settings-complete-v1		1	这是一条样例消息。
Config/system.datu8	8588	8567	UI-settings-complete-v1		1	这是一条样例消息。
Config/system.datu8	8638	8599	UI-settings-complete-v1		1	当前按自动模式的间隔显示。
Config/system.datu8	8700	8643	UI-settings-complete-v1		1	请用于调整速度。
Config/system.datu8	10920	10851	UI-settings-complete-v1		1	保存数据
Config/system.datu8	10943	10868	UI-settings-complete-v1		1	《永恒少女》保存数据
Script/eventmode.binu8	1218	1218	UI-extra-v1		1	已返回事件开头
Script/eventmode.binu8	1262	1244	UI-extra-v1		1	事件模式中无法使用
Script/replaymode.binu8	42914	42914	UI-extra-v1		1	已返回回想开头
Script/replaymode.binu8	42952	42940	UI-extra-v1		1	回想模式中无法使用
Script/scr0501.binu8	6650	6650	0501	0	1	　无知之知　
Script/scr0501.binu8	6673	6673	0501	1	1	　噩梦与救济　
Script/scr0501.binu8	6699	6699	0501	2	1	　为谁而设的庆典　
Script/scr0501.binu8	6731	6731	0501	3	1	　拼凑而成的梦　
Script/scr0511.binu8	20781	20781	0511	0	1	校门
Script/scr0511.binu8	20792	20792	0511	1	1	礼赞祈堂
Script/scr0511.binu8	20809	20809	0511	2	1	玛可的私室
Script/scr0511.binu8	20832	20829	0511	3	1	帕沃妮的私室
Script/scr0511.binu8	20861	20852	0511	4	1	礼赞祈堂地下
Script/scr0511.binu8	20884	20875	0511	5	1	食堂
Script/scr0511.binu8	20895	20886	0511	6	1	中庭
Script/scr0511.binu8	20906	20897	0511	7	1	座学室
Script/scr0511.binu8	20920	20911	0511	8	1	造化室
Script/scr0511.binu8	20934	20925	0511	9	1	机械室
Script/scr0511.binu8	20948	20939	0511	10	1	服饰室
Script/scr0511.binu8	20962	20953	0511	11	1	图书馆
Script/scr0511.binu8	20976	20967	0511	12	1	钟塔
Script/scr0511.binu8	20990	20978	0511	13	1	南之森
Script/scr0511.binu8	21004	20992	0511	14	1	北之森
Script/scr0511.binu8	21018	21006	0511	15	1	地点01
Script/scr0511.binu8	21031	21019	0511	16	1	地点02
Script/scr0511.binu8	21044	21032	0511	17	1	地点03
Script/scr0511.binu8	21057	21045	0511	18	1	地点04
Script/scr0511.binu8	21070	21058	0511	19	1	地点05
Script/scr0511.binu8	21083	21071	0511	20	1	地点06
Script/scr0511.binu8	21096	21084	0511	21	1	地点07
Script/scr0511.binu8	21109	21097	0511	22	1	地点08
Script/scr0511.binu8	21122	21110	0511	23	1	地点09
