scene	status	reason	similarity	pair_cost	ns_filtered_index	pc_filtered_index	ns_file	ns_length_offset	ns_text_offset	ns_source	ns_kind	pc_file	pc_string_index	pc_jp_source	pc_translation	pc_kind
0513	unmatched-ns	no-pc-pair			8		Script/scr0513.binu8	21288	21292	造化室	N					
0513	unmatched-ns	no-pc-pair			9		Script/scr0513.binu8	21302	21306	機械室	N					
0513	unmatched-ns	no-pc-pair			10		Script/scr0513.binu8	21316	21320	服飾室	N					
0513	unmatched-ns	no-pc-pair			11		Script/scr0513.binu8	21330	21334	図書館	N					
0513	unmatched-ns	no-pc-pair			12		Script/scr0513.binu8	21344	21348	時計塔	N					
0513	unmatched-ns	no-pc-pair			13		Script/scr0513.binu8	21358	21362	南の森	N					
0513	unmatched-ns	no-pc-pair			14		Script/scr0513.binu8	21372	21376	北の森	N					
0513	unmatched-ns	no-pc-pair			15		Script/scr0513.binu8	21386	21390	場所01	N					
0513	unmatched-ns	no-pc-pair			16		Script/scr0513.binu8	21399	21403	場所02	N					
0513	unmatched-ns	no-pc-pair			17		Script/scr0513.binu8	21412	21416	場所03	N					
0513	unmatched-ns	no-pc-pair			18		Script/scr0513.binu8	21425	21429	場所04	N					
0513	unmatched-ns	no-pc-pair			19		Script/scr0513.binu8	21438	21442	場所05	N					
0513	unmatched-ns	no-pc-pair			20		Script/scr0513.binu8	21451	21455	場所06	N					
0513	unmatched-ns	no-pc-pair			21		Script/scr0513.binu8	21464	21468	場所07	N					
0513	unmatched-ns	no-pc-pair			22		Script/scr0513.binu8	21477	21481	場所08	N					
0513	unmatched-ns	no-pc-pair			23		Script/scr0513.binu8	21490	21494	場所09	N					
0513	unmatched-ns	no-pc-pair			24		Script/scr0513.binu8	21503	21507	場所10	N					
0513	unmatched-ns	no-pc-pair			25		Script/scr0513.binu8	21516	21520	場所11	N					
0513	unmatched-ns	no-pc-pair			26		Script/scr0513.binu8	21529	21533	場所12	N					
0513	unmatched-ns	no-pc-pair			27		Script/scr0513.binu8	21542	21546	場所13	N					
0513	unmatched-ns	no-pc-pair			28		Script/scr0513.binu8	21555	21559	場所14	N					
0513	unmatched-ns	no-pc-pair			29		Script/scr0513.binu8	21568	21572	場所15	N					
0514	unmatched-ns	no-pc-pair			0		Script/scr0514.binu8	21093	21097	校門	N					
0514	unmatched-ns	no-pc-pair			1		Script/scr0514.binu8	21104	21108	礼讃祈堂	N					
0514	unmatched-ns	no-pc-pair			2		Script/scr0514.binu8	21121	21125	マコーの私室	N					
0514	unmatched-ns	no-pc-pair			3		Script/scr0514.binu8	21144	21148	パヴォーネの私室	N					
0514	unmatched-ns	no-pc-pair			4		Script/scr0514.binu8	21173	21177	礼讃祈堂地下	N					
0514	unmatched-ns	no-pc-pair			5		Script/scr0514.binu8	21196	21200	食堂	N					
0514	unmatched-ns	no-pc-pair			6		Script/scr0514.binu8	21207	21211	中庭	N					
0514	unmatched-ns	no-pc-pair			7		Script/scr0514.binu8	21218	21222	座学室	N					
0514	unmatched-ns	no-pc-pair			8		Script/scr0514.binu8	21232	21236	造化室	N					
0514	unmatched-ns	no-pc-pair			9		Script/scr0514.binu8	21246	21250	機械室	N					
0514	unmatched-ns	no-pc-pair			10		Script/scr0514.binu8	21260	21264	服飾室	N					
0514	unmatched-ns	no-pc-pair			11		Script/scr0514.binu8	21274	21278	図書館	N					
0514	unmatched-ns	no-pc-pair			12		Script/scr0514.binu8	21288	21292	時計塔	N					
0514	unmatched-ns	no-pc-pair			13		Script/scr0514.binu8	21302	21306	南の森	N					
0514	unmatched-ns	no-pc-pair			14		Script/scr0514.binu8	21316	21320	北の森	N					
0514	unmatched-ns	no-pc-pair			15		Script/scr0514.binu8	21330	21334	場所01	N					
0514	unmatched-ns	no-pc-pair			16		Script/scr0514.binu8	21343	21347	場所02	N					
0514	unmatched-ns	no-pc-pair			17		Script/scr0514.binu8	21356	21360	場所03	N					
0514	unmatched-ns	no-pc-pair			18		Script/scr0514.binu8	21369	21373	場所04	N					
0514	unmatched-ns	no-pc-pair			19		Script/scr0514.binu8	21382	21386	場所05	N					
0514	unmatched-ns	no-pc-pair			20		Script/scr0514.binu8	21395	21399	場所06	N					
0514	unmatched-ns	no-pc-pair			21		Script/scr0514.binu8	21408	21412	場所07	N					
0514	unmatched-ns	no-pc-pair			22		Script/scr0514.binu8	21421	21425	場所08	N					
0514	unmatched-ns	no-pc-pair			23		Script/scr0514.binu8	21434	21438	場所09	N					
0514	unmatched-ns	no-pc-pair			24		Script/scr0514.binu8	21447	21451	場所10	N					
0514	unmatched-ns	no-pc-pair			25		Script/scr0514.binu8	21460	21464	場所11	N					
0514	unmatched-ns	no-pc-pair			26		Script/scr0514.binu8	21473	21477	場所12	N					
0514	unmatched-ns	no-pc-pair			27		Script/scr0514.binu8	21486	21490	場所13	N					
0514	unmatched-ns	no-pc-pair			28		Script/scr0514.binu8	21499	21503	場所14	N					
0514	unmatched-ns	no-pc-pair			29		Script/scr0514.binu8	21512	21516	場所15	N					
0515	exact-jp	normalized-japanese-exact	1.000000	0.000000	0	0	Script/scr0515.binu8	23554	23558	@vv92501『わかってる。あの人が私をクレマチスに喩えた、本当の意味を』	D	0515.gsc	5	『わかってる。あの人が私をクレマチスに喩えた、本当の意味を』	『我明白的。那个人将我喻作铁线莲的真意』	D
0515	exact-jp	normalized-japanese-exact	1.000000	0.000000	1	1	Script/scr0515.binu8	23657	23661	@vv92502『私がクレマチスのように蔦を伸ばして、あの人に絡みついているから。つれない横顔を振り向かせようと必死だから』	D	0515.gsc	7	『私がクレマチスのように蔦を伸ばして、あの人に絡みついているから。つれない横顔を振り向かせようと必死だから』	『因为我就像铁线莲一样伸藤长蔓，肆意纠缠着那个人。拼命想让她冷酷无情的侧脸转向我』	D
0515	exact-jp	normalized-japanese-exact	1.000000	0.000000	2	2	Script/scr0515.binu8	23832	23836	@vv92503『私はただ、あなたを愛しただけなの。何も悪いことはしていない』	D	0515.gsc	9	『私はただ、あなたを愛しただけなの。何も悪いことはしていない』	『我只是，爱着你而已。我没有做错什么』	D
0515	exact-jp	normalized-japanese-exact	1.000000	0.000000	3	3	Script/scr0515.binu8	23938	23942	@vv92504『私はただ、あなたに愛されたかっただけなの。追えば追うほど、あなたが逃げていくことはわかっていたけど』	D	0515.gsc	11	『私はただ、あなたに愛されたかっただけなの。追えば追うほど、あなたが逃げていくことはわかっていたけど』	『我只是，想要被你爱而已。虽然我清楚，我越追你就越逃我而去』	D
0515	exact-jp	normalized-japanese-exact	1.000000	0.000000	4	4	Script/scr0515.binu8	24104	24108	@vv92505『背を向けて去っていくあなたに、縋ろうとした。まさかその弾みに、あなたが足を滑らせて──これまでになく遠いところに行ってしまうなんて』	D	0515.gsc	13	『背を向けて去っていくあなたに、縋ろうとした。まさかその弾みに、あなたが足を滑らせて──これまでになく遠いところに行ってしまうなんて』	『我想紧抱住背身而去的你。却没想到那一瞬间，你失足滑倒──去了前所未有的远方』	D
0515	exact-jp	normalized-japanese-exact	1.000000	0.000000	5	5	Script/scr0515.binu8	24318	24322	@vv92506『ねぇ、どうか、ひとりにしないで。あなたが堕ちていったのなら、同じところに私も行くわ』	D	0515.gsc	15	『ねぇ、どうか、ひとりにしないで。あなたが堕ちていったのなら、同じところに私も行くわ』	『求求你，不要留我一人。你若堕落，我也将与你同去』	D
0515	unmatched-ns	no-pc-pair			6		Script/scr0515.binu8	24460	24464	校門	N					
0515	unmatched-ns	no-pc-pair			7		Script/scr0515.binu8	24471	24475	礼讃祈堂	N					
0515	unmatched-ns	no-pc-pair			8		Script/scr0515.binu8	24488	24492	マコーの私室	N					
0515	unmatched-ns	no-pc-pair			9		Script/scr0515.binu8	24511	24515	パヴォーネの私室	N					
0515	unmatched-ns	no-pc-pair			10		Script/scr0515.binu8	24540	24544	礼讃祈堂地下	N					
0515	unmatched-ns	no-pc-pair			11		Script/scr0515.binu8	24563	24567	食堂	N					
0515	unmatched-ns	no-pc-pair			12		Script/scr0515.binu8	24574	24578	中庭	N					
0515	unmatched-ns	no-pc-pair			13		Script/scr0515.binu8	24585	24589	座学室	N					
0515	unmatched-ns	no-pc-pair			14		Script/scr0515.binu8	24599	24603	造化室	N					
0515	unmatched-ns	no-pc-pair			15		Script/scr0515.binu8	24613	24617	機械室	N					
0515	unmatched-ns	no-pc-pair			16		Script/scr0515.binu8	24627	24631	服飾室	N					
0515	unmatched-ns	no-pc-pair			17		Script/scr0515.binu8	24641	24645	図書館	N					
0515	unmatched-ns	no-pc-pair			18		Script/scr0515.binu8	24655	24659	時計塔	N					
0515	unmatched-ns	no-pc-pair			19		Script/scr0515.binu8	24669	24673	南の森	N					
0515	unmatched-ns	no-pc-pair			20		Script/scr0515.binu8	24683	24687	北の森	N					
0515	unmatched-ns	no-pc-pair			21		Script/scr0515.binu8	24697	24701	場所01	N					
0515	unmatched-ns	no-pc-pair			22		Script/scr0515.binu8	24710	24714	場所02	N					
0515	unmatched-ns	no-pc-pair			23		Script/scr0515.binu8	24723	24727	場所03	N					
0515	unmatched-ns	no-pc-pair			24		Script/scr0515.binu8	24736	24740	場所04	N					
0515	unmatched-ns	no-pc-pair			25		Script/scr0515.binu8	24749	24753	場所05	N					
0515	unmatched-ns	no-pc-pair			26		Script/scr0515.binu8	24762	24766	場所06	N					
0515	unmatched-ns	no-pc-pair			27		Script/scr0515.binu8	24775	24779	場所07	N					
0515	unmatched-ns	no-pc-pair			28		Script/scr0515.binu8	24788	24792	場所08	N					
0515	unmatched-ns	no-pc-pair			29		Script/scr0515.binu8	24801	24805	場所09	N					
0515	unmatched-ns	no-pc-pair			30		Script/scr0515.binu8	24814	24818	場所10	N					
0515	unmatched-ns	no-pc-pair			31		Script/scr0515.binu8	24827	24831	場所11	N					
0515	unmatched-ns	no-pc-pair			32		Script/scr0515.binu8	24840	24844	場所12	N					
0515	unmatched-ns	no-pc-pair			33		Script/scr0515.binu8	24853	24857	場所13	N					
0515	unmatched-ns	no-pc-pair			34		Script/scr0515.binu8	24866	24870	場所14	N					
0515	unmatched-ns	no-pc-pair			35		Script/scr0515.binu8	24879	24883	場所15	N					
0521	unmatched-ns	no-pc-pair			0		Script/scr0521.binu8	20781	20785	校門	N					
0521	unmatched-ns	no-pc-pair			1		Script/scr0521.binu8	20792	20796	礼讃祈堂	N					
0521	unmatched-ns	no-pc-pair			2		Script/scr0521.binu8	20809	20813	マコーの私室	N					
0521	unmatched-ns	no-pc-pair			3		Script/scr0521.binu8	20832	20836	パヴォーネの私室	N					
0521	unmatched-ns	no-pc-pair			4		Script/scr0521.binu8	20861	20865	礼讃祈堂地下	N					
0521	unmatched-ns	no-pc-pair			5		Script/scr0521.binu8	20884	20888	食堂	N					
0521	unmatched-ns	no-pc-pair			6		Script/scr0521.binu8	20895	20899	中庭	N					
0521	unmatched-ns	no-pc-pair			7		Script/scr0521.binu8	20906	20910	座学室	N					
0521	unmatched-ns	no-pc-pair			8		Script/scr0521.binu8	20920	20924	造化室	N					
0521	unmatched-ns	no-pc-pair			9		Script/scr0521.binu8	20934	20938	機械室	N					
0521	unmatched-ns	no-pc-pair			10		Script/scr0521.binu8	20948	20952	服飾室	N					
0521	unmatched-ns	no-pc-pair			11		Script/scr0521.binu8	20962	20966	図書館	N					
0521	unmatched-ns	no-pc-pair			12		Script/scr0521.binu8	20976	20980	時計塔	N					
0521	unmatched-ns	no-pc-pair			13		Script/scr0521.binu8	20990	20994	南の森	N					
0521	unmatched-ns	no-pc-pair			14		Script/scr0521.binu8	21004	21008	北の森	N					
0521	unmatched-ns	no-pc-pair			15		Script/scr0521.binu8	21018	21022	場所01	N					
0521	unmatched-ns	no-pc-pair			16		Script/scr0521.binu8	21031	21035	場所02	N					
0521	unmatched-ns	no-pc-pair			17		Script/scr0521.binu8	21044	21048	場所03	N					
0521	unmatched-ns	no-pc-pair			18		Script/scr0521.binu8	21057	21061	場所04	N					
0521	unmatched-ns	no-pc-pair			19		Script/scr0521.binu8	21070	21074	場所05	N					
0521	unmatched-ns	no-pc-pair			20		Script/scr0521.binu8	21083	21087	場所06	N					
0521	unmatched-ns	no-pc-pair			21		Script/scr0521.binu8	21096	21100	場所07	N					
0521	unmatched-ns	no-pc-pair			22		Script/scr0521.binu8	21109	21113	場所08	N					
0521	unmatched-ns	no-pc-pair			23		Script/scr0521.binu8	21122	21126	場所09	N					
0521	unmatched-ns	no-pc-pair			24		Script/scr0521.binu8	21135	21139	場所10	N					
0521	unmatched-ns	no-pc-pair			25		Script/scr0521.binu8	21148	21152	場所11	N					
0521	unmatched-ns	no-pc-pair			26		Script/scr0521.binu8	21161	21165	場所12	N					
0521	unmatched-ns	no-pc-pair			27		Script/scr0521.binu8	21174	21178	場所13	N					
0521	unmatched-ns	no-pc-pair			28		Script/scr0521.binu8	21187	21191	場所14	N					
0521	unmatched-ns	no-pc-pair			29		Script/scr0521.binu8	21200	21204	場所15	N					
0522	unmatched-ns	no-pc-pair			0		Script/scr0522.binu8	20909	20913	校門	N					
0522	unmatched-ns	no-pc-pair			1		Script/scr0522.binu8	20920	20924	礼讃祈堂	N					
0522	unmatched-ns	no-pc-pair			2		Script/scr0522.binu8	20937	20941	マコーの私室	N					
0522	unmatched-ns	no-pc-pair			3		Script/scr0522.binu8	20960	20964	パヴォーネの私室	N					
0522	unmatched-ns	no-pc-pair			4		Script/scr0522.binu8	20989	20993	礼讃祈堂地下	N					
0522	unmatched-ns	no-pc-pair			5		Script/scr0522.binu8	21012	21016	食堂	N					
0522	unmatched-ns	no-pc-pair			6		Script/scr0522.binu8	21023	21027	中庭	N					
0522	unmatched-ns	no-pc-pair			7		Script/scr0522.binu8	21034	21038	座学室	N					
0522	unmatched-ns	no-pc-pair			8		Script/scr0522.binu8	21048	21052	造化室	N					
0522	unmatched-ns	no-pc-pair			9		Script/scr0522.binu8	21062	21066	機械室	N					
0522	unmatched-ns	no-pc-pair			10		Script/scr0522.binu8	21076	21080	服飾室	N					
0522	unmatched-ns	no-pc-pair			11		Script/scr0522.binu8	21090	21094	図書館	N					
0522	unmatched-ns	no-pc-pair			12		Script/scr0522.binu8	21104	21108	時計塔	N					
0522	unmatched-ns	no-pc-pair			13		Script/scr0522.binu8	21118	21122	南の森	N					
0522	unmatched-ns	no-pc-pair			14		Script/scr0522.binu8	21132	21136	北の森	N					
0522	unmatched-ns	no-pc-pair			15		Script/scr0522.binu8	21146	21150	場所01	N					
0522	unmatched-ns	no-pc-pair			16		Script/scr0522.binu8	21159	21163	場所02	N					
0522	unmatched-ns	no-pc-pair			17		Script/scr0522.binu8	21172	21176	場所03	N					
0522	unmatched-ns	no-pc-pair			18		Script/scr0522.binu8	21185	21189	場所04	N					
0522	unmatched-ns	no-pc-pair			19		Script/scr0522.binu8	21198	21202	場所05	N					
0522	unmatched-ns	no-pc-pair			20		Script/scr0522.binu8	21211	21215	場所06	N					
0522	unmatched-ns	no-pc-pair			21		Script/scr0522.binu8	21224	21228	場所07	N					
0522	unmatched-ns	no-pc-pair			22		Script/scr0522.binu8	21237	21241	場所08	N					
0522	unmatched-ns	no-pc-pair			23		Script/scr0522.binu8	21250	21254	場所09	N					
0522	unmatched-ns	no-pc-pair			24		Script/scr0522.binu8	21263	21267	場所10	N					
0522	unmatched-ns	no-pc-pair			25		Script/scr0522.binu8	21276	21280	場所11	N					
0522	unmatched-ns	no-pc-pair			26		Script/scr0522.binu8	21289	21293	場所12	N					
0522	unmatched-ns	no-pc-pair			27		Script/scr0522.binu8	21302	21306	場所13	N					
0522	unmatched-ns	no-pc-pair			28		Script/scr0522.binu8	21315	21319	場所14	N					
0522	unmatched-ns	no-pc-pair			29		Script/scr0522.binu8	21328	21332	場所15	N					
0523	unmatched-ns	no-pc-pair			0		Script/scr0523.binu8	20901	20905	校門	N					
0523	unmatched-ns	no-pc-pair			1		Script/scr0523.binu8	20912	20916	礼讃祈堂	N					
0523	unmatched-ns	no-pc-pair			2		Script/scr0523.binu8	20929	20933	マコーの私室	N					
0523	unmatched-ns	no-pc-pair			3		Script/scr0523.binu8	20952	20956	パヴォーネの私室	N					
0523	unmatched-ns	no-pc-pair			4		Script/scr0523.binu8	20981	20985	礼讃祈堂地下	N					
0523	unmatched-ns	no-pc-pair			5		Script/scr0523.binu8	21004	21008	食堂	N					
0523	unmatched-ns	no-pc-pair			6		Script/scr0523.binu8	21015	21019	中庭	N					
0523	unmatched-ns	no-pc-pair			7		Script/scr0523.binu8	21026	21030	座学室	N					
0523	unmatched-ns	no-pc-pair			8		Script/scr0523.binu8	21040	21044	造化室	N					
0523	unmatched-ns	no-pc-pair			9		Script/scr0523.binu8	21054	21058	機械室	N					
0523	unmatched-ns	no-pc-pair			10		Script/scr0523.binu8	21068	21072	服飾室	N					
0523	unmatched-ns	no-pc-pair			11		Script/scr0523.binu8	21082	21086	図書館	N					
0523	unmatched-ns	no-pc-pair			12		Script/scr0523.binu8	21096	21100	時計塔	N					
0523	unmatched-ns	no-pc-pair			13		Script/scr0523.binu8	21110	21114	南の森	N					
0523	unmatched-ns	no-pc-pair			14		Script/scr0523.binu8	21124	21128	北の森	N					
0523	unmatched-ns	no-pc-pair			15		Script/scr0523.binu8	21138	21142	場所01	N					
0523	unmatched-ns	no-pc-pair			16		Script/scr0523.binu8	21151	21155	場所02	N					
0523	unmatched-ns	no-pc-pair			17		Script/scr0523.binu8	21164	21168	場所03	N					
0523	unmatched-ns	no-pc-pair			18		Script/scr0523.binu8	21177	21181	場所04	N					
0523	unmatched-ns	no-pc-pair			19		Script/scr0523.binu8	21190	21194	場所05	N					
0523	unmatched-ns	no-pc-pair			20		Script/scr0523.binu8	21203	21207	場所06	N					
0523	unmatched-ns	no-pc-pair			21		Script/scr0523.binu8	21216	21220	場所07	N					
0523	unmatched-ns	no-pc-pair			22		Script/scr0523.binu8	21229	21233	場所08	N					
0523	unmatched-ns	no-pc-pair			23		Script/scr0523.binu8	21242	21246	場所09	N					
0523	unmatched-ns	no-pc-pair			24		Script/scr0523.binu8	21255	21259	場所10	N					
0523	unmatched-ns	no-pc-pair			25		Script/scr0523.binu8	21268	21272	場所11	N					
0523	unmatched-ns	no-pc-pair			26		Script/scr0523.binu8	21281	21285	場所12	N					
0523	unmatched-ns	no-pc-pair			27		Script/scr0523.binu8	21294	21298	場所13	N					
0523	unmatched-ns	no-pc-pair			28		Script/scr0523.binu8	21307	21311	場所14	N					
0523	unmatched-ns	no-pc-pair			29		Script/scr0523.binu8	21320	21324	場所15	N					
0524	exact-jp	normalized-japanese-exact	1.000000	0.000000	0	0	Script/scr0524.binu8	23550	23554	@vv53101『お願い、早く私を滅ぼして。本当は破壊なんて望んでいないの』	D	0524.gsc	5	『お願い、早く私を滅ぼして。本当は破壊なんて望んでいないの』	『求你了，快点处决我吧。我并不想破坏』	D
0524	exact-jp	normalized-japanese-exact	1.000000	0.000000	1	1	Script/scr0524.binu8	23653	23657	@vv53102『皆にとって大切なものを傷つけてごめんなさい。でも、私にはこうするしか……。他に相応しい手段を思いつかなかったの』	D	0524.gsc	7	『皆にとって大切なものを傷つけてごめんなさい。でも、私にはこうするしか……。他に相応しい手段を思いつかなかったの』	『伤害了大家重要的东西对不起。但是，我只能这样做……。我想不出其他合适的手段』	D
0524	exact-jp	normalized-japanese-exact	1.000000	0.000000	2	2	Script/scr0524.binu8	23837	23841	@vv53103『パヴォーネ。あなたにそのつもりがなかったのはわかってる。いつも私だけが意識していた。それでも、友だちとしての好意だと思ってたのに……』	D	0524.gsc	9	『パヴォーネ。あなたにそのつもりがなかったのはわかってる。いつも私だけが意識していた。それでも、友だちとしての好意だと思ってたのに……』	『帕沃妮。我知道你没有那个意思。一直是我一厢情愿。而且，我还以为我的心情只是对朋友的关心……』	D
0524	exact-jp	normalized-japanese-exact	1.000000	0.000000	3	3	Script/scr0524.binu8	24054	24058	@vv53104『どうか、この一夜のことは忘れて。……いいえ、私のことをすべて忘れて。そうすればきっと、あなたは巻きこまれずに済む』	D	0524.gsc	11	『どうか、この一夜のことは忘れて。……いいえ、私のことをすべて忘れて。そうすればきっと、あなたは巻きこまれずに済む』	『请一定，忘掉这一夜。……不，请把我的事全部忘掉。这样的话，你就一定不会被卷入进来了』	D
0524	exact-jp	normalized-japanese-exact	1.000000	0.000000	4	4	Script/scr0524.binu8	24241	24245	@vv53105『私にできることは、これだけ。私たちふたりの罪を覆い隠して、別の罪びととして、ひとりで埋葬されること……』	D	0524.gsc	13	『私にできることは、これだけ。私たちふたりの罪を覆い隠して、別の罪びととして、ひとりで埋葬されること……』	『我能做到的只有这些。掩盖我们两人的罪行，让我独自作为罪人被埋葬……』	D
0524	exact-jp	normalized-japanese-exact	1.000000	0.000000	5	5	Script/scr0524.binu8	24413	24417	@vv53106『“大いなる乙女像”の破壊。それは直ちに葬られるべき罪でしょう。これ以上の隠れ蓑はないわ』	D	0524.gsc	15	『“大いなる乙女像”の破壊。それは直ちに葬られるべき罪でしょう。これ以上の隠れ蓑はないわ』	『破坏“伟大的少女像”。这是会被即刻埋葬的罪过吧。没有比这更好的掩饰手段了』	D
0524	unmatched-ns	no-pc-pair			6		Script/scr0524.binu8	24561	24565	校門	N					
0524	unmatched-ns	no-pc-pair			7		Script/scr0524.binu8	24572	24576	礼讃祈堂	N					
